	S15	S3	S17	S18	S10	S30	S2	S11	S20	S26	S16	S35	S23	S21	S1	S24	S39	S8	S31	S19	S12	S9	S22	S37	S29	S7	S32	S14	S4	S36	S5	S25	S27	S40	S33	S28	S6	S13
K09973: hypothetical protein	221	143	272	251	292	82	78	282	241	128	149	208	331	296	135	171	165	234	439	104	387	239	301	166	227	344	330	290	217	182	149	194	65	173	213	185	433	519
K09974: hypothetical protein	144	33	30	74	11	114	66	26	53	117	34	76	268	193	48	92	8	152	190	23	295	25	67	197	142	125	136	216	33	43	5	59	37	30	59	106	252	357
K09975: hypothetical protein	0	24	9	74	2	1	22	17	1	87	0	17	27	72	3	97	1	0	188	3	0	0	73	2	13	51	114	241	92	48	10	35	27	3	54	3	356	355
K09976: hypothetical protein	47	11	9	29	15	17	40	11	5	20	39	24	7	11	12	8	5	13	10	21	1	15	2	9	8	3	11	19	6	7	3	18	61	10	20	6	30	46
K09978: hypothetical protein	0	24	8	73	0	0	18	15	0	85	0	16	27	72	3	97	1	0	188	2	0	0	63	0	12	48	114	241	90	46	2	34	26	1	50	0	350	352
K09979: hypothetical protein	19	32	9	84	0	0	18	25	35	86	15	33	29	72	4	98	10	5	188	15	5	34	63	5	10	73	115	588	91	46	17	34	26	7	62	0	350	351
K11261: formylmethanofuran dehydrogenase subunit E [EC:1.2.99.5]	34	20	30	22	21	15	20	43	21	5	55	23	46	5	65	20	28	66	0	16	63	65	56	20	18	71	40	11	1	28	24	32	12	12	10	17	10	2
K11260: formylmethanofuran dehydrogenase subunit G [EC:1.2.99.5]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11263: acetyl-/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.3.4.14] or acetyl/propionyl carboxylase subunit alpha	6	6	15	75	2	31	27	9	7	104	3	32	31	72	5	76	3	0	190	14	5	1	65	4	10	7	101	181	18	30	3	35	30	1	46	2	68	291
K11264: methylmalonyl-CoA decarboxylase [EC:4.1.1.41]	0	14	4	0	0	0	0	4	0	0	0	7	0	0	0	13	1	0	0	1	0	0	0	0	0	22	7	41	80	10	1	0	0	0	2	0	187	32
K10793: D-proline reductase (dithiol) PrdA [EC:1.21.4.1]	6	107	1	2	12	34	53	32	18	12	13	57	7	13	24	14	39	6	5	8	9	54	14	40	17	16	16	0	64	19	11	29	14	80	9	116	10	0
K10796: D-proline reductase (dithiol) PrdE [EC:1.21.4.1]	6	107	1	2	12	34	54	32	19	12	13	58	7	13	24	14	39	6	5	8	10	56	14	40	17	16	16	0	64	19	11	29	26	81	9	116	16	0
K10797: 2-enoate reductase [EC:1.3.1.31]	45	282	145	42	141	106	155	69	53	329	100	163	34	78	67	79	112	102	40	28	119	93	58	95	116	43	39	16	33	231	230	608	41	216	50	170	20	8
K10794: D-proline reductase (dithiol) PrdB [EC:1.21.4.1]	0	94	0	1	12	3	0	26	3	0	0	44	4	1	7	0	26	0	0	0	1	53	9	29	7	16	1	0	0	9	11	25	0	74	0	2	4	0
K10795: D-proline reductase (dithiol) PrdD [EC:1.21.4.1]	6	107	1	1	12	34	53	32	18	12	13	56	7	13	24	14	39	6	5	8	9	54	14	40	17	16	16	0	64	19	11	29	14	80	9	116	6	0
K00700: 1,4-alpha-glucan branching enzyme [EC:2.4.1.18]	1511	1307	1309	906	1342	1566	1978	1136	1683	2310	1315	1845	1316	1122	1440	1629	1428	1780	801	604	1940	1165	1186	1593	1469	1354	955	1029	972	1643	1280	1789	758	1702	1933	2212	777	824
K00701: cyclomaltodextrin glucanotransferase [EC:2.4.1.19]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
K10798: poly [ADP-ribose] polymerase [EC:2.4.2.30]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00703: starch synthase [EC:2.4.1.21]	1102	1210	1144	857	1133	1256	1525	1020	1396	1986	1114	1461	1007	952	1225	1230	1168	1337	785	1475	1206	1053	1043	1203	1270	976	881	1041	912	1375	1250	1898	729	1516	1690	2004	780	701
K00705: 4-alpha-glucanotransferase [EC:2.4.1.25]	1237	1231	1201	791	1139	1311	1451	1000	1296	1932	1116	1527	1314	992	1118	1157	1165	1482	600	1484	1668	1067	891	1367	1289	1109	796	858	966	1349	1226	1886	720	1583	1287	1741	621	409
K09828: delta24-sterol reductase [EC:1.3.1.72]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10133: tumor protein p53-inducible protein 3 [EC:1.-.-.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K13053: cell division inhibitor SulA	0	24	8	73	0	0	18	17	1	85	0	16	27	72	3	97	1	0	188	2	0	0	63	1	9	49	114	241	91	46	2	34	26	1	50	0	350	352
K03192: urease accessory protein	105	18	1	0	1	1	4	2	4	5	0	1	209	0	7	2	0	100	2	2	237	15	7	1	4	67	0	4	1	1	7	0	0	2	5	3	7	27
K00964: galactose-1-phosphate uridylyltransferase [EC:2.7.7.10]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	12	0	0	0	2	0
K00965: UDPglucose--hexose-1-phosphate uridylyltransferase [EC:2.7.7.12]	614	619	582	197	494	878	1165	352	786	1614	548	1079	436	483	613	828	582	948	278	1155	865	377	508	733	870	508	343	561	354	883	583	1184	453	974	932	1265	655	534
K00966: mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]	433	470	462	354	500	369	243	407	526	363	287	333	615	381	388	322	458	552	328	184	734	468	429	388	349	494	408	92	604	418	449	432	266	423	372	256	62	201
K00960: DNA-directed RNA polymerase [EC:2.7.7.6]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00961: DNA polymerase [EC:2.7.7.7]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00962: polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]	1338	1232	1159	853	1113	1305	1380	1006	1243	1578	1148	1409	1153	924	1165	1238	1188	1435	778	1487	1393	1067	1047	1153	1320	1078	881	1016	1008	1337	1173	1521	967	1369	1328	1573	756	756
K00963: UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]	356	181	206	221	121	471	444	122	212	280	275	391	449	368	231	410	151	390	404	137	450	170	350	314	439	341	355	531	324	208	120	180	648	151	253	324	844	852
K00969: nicotinate-nucleotide adenylyltransferase [EC:2.7.7.18]	1098	1182	983	847	1098	1118	1345	982	1165	1563	1069	1372	904	867	1091	1123	1145	1232	767	1462	1024	1022	949	1108	938	961	858	987	957	1180	1076	1465	936	1297	1254	1548	720	736
K12681: pertactin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02703: photosystem II P680 reaction center D1 protein or photosystem II PsbA protein	0	0	0	0	0	0	0	0	8	0	2	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K08364: periplasmic mercuric ion binding protein	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
K08365: MerR family transcriptional regulator, mercuric resistance operon regulatory protein	19	2	7	1	2	15	7	2	2	2	7	9	3	3	1	2	0	7	0	5	0	4	7	26	6	1	6	1	0	0	0	1	0	2	1	1	1	9
K02706: photosystem II P680 reaction center D2 protein or photosystem II PsbD protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K08363: mercuric ion transport protein	0	0	2	0	0	0	1	0	0	1	0	7	1	11	8	26	0	0	7	0	1	0	22	4	1	1	6	0	0	0	0	0	14	1	9	0	29	0
K08361: nitrate reductase 2, delta subunit [EC:1.7.99.4]	0	14	4	0	0	0	0	4	0	0	0	7	0	0	0	13	1	0	0	2	0	0	0	0	0	22	7	41	80	10	1	0	0	0	2	0	193	35
K02708: photosystem II PsbF protein or photosystem II cytochrome b559 subunit beta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02709: photosystem II PsbH protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K08368: MFS transporter, putative metabolite transport protein	2	23	10	10	10	1	6	13	4	0	13	10	0	0	5	17	8	14	1	8	20	30	12	6	1	52	27	41	1	18	6	5	0	2	6	7	188	33
K08369: MFS transporter, putative metabolite:H+ symporter	17	131	65	87	65	184	111	67	24	130	39	126	60	83	52	174	50	20	194	13	72	91	130	51	364	87	136	233	379	105	106	101	32	91	344	328	171	325
K01615: glutaconyl-CoA decarboxylase [EC:4.1.1.70]	188	140	106	34	90	445	244	72	137	209	170	309	144	198	126	185	133	178	5	76	176	77	125	281	540	136	69	28	90	229	109	56	255	136	42	229	86	58
K01617: 4-oxalocrotonate decarboxylase [EC:4.1.1.77]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
K01616: 2-oxoglutarate decarboxylase [EC:4.1.1.71]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01611: S-adenosylmethionine decarboxylase [EC:4.1.1.50]	138	101	52	50	74	223	256	51	155	67	133	196	127	65	128	153	51	173	10	38	108	78	108	47	250	88	54	74	113	111	69	38	258	44	111	140	332	95
K01610: phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49]	847	1187	1134	875	1072	979	1081	1049	1140	1514	988	1220	880	891	1047	1174	1134	1114	856	477	1060	1062	915	1080	1118	980	891	903	968	1262	1123	1532	455	1316	1282	1375	656	616
K01613: phosphatidylserine decarboxylase [EC:4.1.1.65]	1042	1075	982	799	850	975	947	899	1022	1200	938	1074	986	704	976	1021	1023	1070	759	418	959	961	885	794	962	810	780	879	864	1118	1060	1163	653	1227	1229	1333	558	617
K01612: 4-hydroxybenzoate decarboxylase [EC:4.1.1.61]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01619: deoxyribose-phosphate aldolase [EC:4.1.2.4]	1188	1349	940	930	1247	1160	1418	1076	1117	1322	1009	1243	1138	994	1087	1116	1172	1299	973	1444	1699	1059	1075	1217	1482	1337	997	1103	1082	1164	1028	1237	726	1197	1427	1695	839	1164
K01618: None	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	3
K02834: ribosome-binding factor A	1338	1225	1153	846	1108	1305	1379	999	1240	1578	1136	1409	1153	927	1163	1235	1182	1425	778	1484	1376	1042	1040	1148	1320	1053	864	1017	1010	1334	1169	1521	967	1367	1328	1570	756	755
K02835: peptide chain release factor RF-1 or peptide chain release factor 1	1341	1232	1159	854	1113	1305	1381	1007	1244	1578	1148	1409	1153	924	1166	1238	1189	1438	778	1487	1396	1068	1047	1154	1320	1079	881	1017	1009	1337	1173	1521	967	1369	1329	1573	756	756
K05281: 2'-hydroxyisoflavone reductase [EC:1.3.1.45]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0
K03619: hydrogenase-1 operon protein HyaE	6	24	28	4	6	84	55	13	0	0	76	56	19	15	41	35	63	15	1	11	12	11	26	18	35	48	15	56	31	10	38	0	257	32	3	48	198	69
K03618: hydrogenase-1 operon protein HyaF	0	14	4	0	0	0	0	4	0	0	0	7	0	0	0	13	1	0	0	0	0	0	0	0	0	22	7	41	0	10	0	0	0	0	2	0	187	32
K03617: electron transport complex protein RnfA	1089	1160	1025	820	1076	959	1177	971	1198	1528	869	1267	893	890	904	1125	1006	1252	766	1272	1102	1027	952	1054	837	947	852	930	882	1250	1053	1491	622	1321	1263	1491	698	671
K03616: electron transport complex protein RnfB	26	50	45	89	21	110	98	35	19	110	106	114	60	107	66	151	73	46	198	24	55	51	155	43	55	108	147	261	180	54	54	37	375	41	73	59	464	430
K03615: electron transport complex protein RnfC	1068	1182	1113	839	1113	1158	1352	1004	1302	1835	931	1398	934	921	981	1202	1059	1277	772	1295	1168	1059	1000	1110	1190	977	876	1001	934	1367	1210	1667	661	1521	1379	1669	702	676
K03614: electron transport complex protein RnfD	972	1026	1023	820	1037	941	1168	933	1166	1416	847	1173	879	861	868	1107	963	1244	766	1265	1070	966	944	1016	815	922	841	928	868	1208	1020	1234	607	1239	1261	1473	687	674
K03613: electron transport complex protein RnfE	1068	1165	1080	813	1088	1209	1253	1001	1235	1548	920	1314	918	1011	953	1203	1021	1307	767	1292	1186	1036	985	1253	1300	986	879	952	935	1291	1089	1498	627	1357	1329	1595	703	697
K03612: electron transport complex protein RnfG	1017	1070	1052	811	1058	1066	1191	959	1199	1534	872	1222	888	878	917	1179	990	1247	765	1269	1127	969	946	1021	1152	927	843	946	909	1270	1078	1474	615	1251	1314	1469	693	641
K03611: disulfide bond formation protein DsbB	137	43	35	84	22	85	79	27	3	91	76	73	60	96	52	146	64	44	196	17	13	11	136	25	52	79	128	257	123	49	49	35	299	36	65	79	401	397
K03610: septum site-determining protein MinC	295	514	368	132	342	557	676	274	502	890	339	695	262	268	476	687	447	742	245	99	659	273	410	363	680	390	244	340	204	716	324	805	112	532	743	728	470	451
K09705: hypothetical protein	3	9	8	10	9	3	11	9	4	3	13	2	1	0	7	4	8	14	2	8	21	28	18	6	8	29	20	2	2	5	13	3	11	6	2	6	15	9
K09704: hypothetical protein	841	612	1070	649	796	504	514	815	942	607	835	931	644	651	739	401	755	568	594	302	598	794	696	650	702	692	952	274	904	663	886	1183	403	791	647	583	136	397
K09701: hypothetical protein	105	18	1	0	2	1	1	0	3	5	0	0	209	0	7	4	0	100	2	2	237	14	7	0	1	65	0	4	81	1	7	0	0	0	2	2	1	24
K09700: hypothetical protein	0	0	0	1	0	0	0	0	0	2	0	28	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	4	33
K09709: hypothetical protein or mesaconyl-C4 CoA hydratase	0	0	0	0	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	4	0	0	0	0	0	1	1
K06391: stage III sporulation protein AB	165	197	123	64	196	281	543	128	310	610	180	334	139	124	233	137	233	303	20	71	402	165	186	213	241	233	82	84	72	250	197	258	261	379	210	385	143	70
K06390: stage III sporulation protein AA	574	567	473	106	452	798	1003	315	685	1205	481	894	365	343	555	702	530	892	66	157	820	354	427	659	860	448	193	162	152	792	480	977	313	795	793	1095	190	141
K06393: stage III sporulation protein AD	540	544	418	106	436	553	921	284	646	1177	420	837	338	219	502	615	515	836	65	131	725	333	395	483	393	397	163	137	98	728	441	943	306	753	719	978	171	115
K06392: stage III sporulation protein AC	563	567	466	106	448	788	993	312	678	1204	465	889	361	343	531	700	524	862	66	155	816	350	416	655	852	447	187	159	151	788	480	973	312	792	792	1087	190	140
K06395: stage III sporulation protein AF	105	48	91	40	149	212	312	68	253	532	105	204	112	95	167	99	157	247	12	52	355	71	132	165	175	189	55	72	47	178	146	186	76	244	183	240	79	50
K06394: stage III sporulation protein AE	382	446	354	59	291	491	606	223	391	882	271	508	179	185	335	282	364	659	56	89	559	249	276	312	626	283	112	119	115	562	415	682	108	683	520	818	106	65
K06397: stage III sporulation protein AH	486	480	399	83	351	567	787	260	469	946	359	616	265	312	380	381	391	755	57	120	634	301	344	553	797	363	151	132	131	603	448	716	295	748	550	999	176	106
K06396: stage III sporulation protein AG	547	553	471	106	450	765	995	314	665	1173	455	874	354	339	535	697	530	888	66	141	808	346	406	633	856	445	182	161	152	784	475	975	313	794	790	1084	190	141
K06399: stage IV sporulation protein B [EC:3.4.21.116]	577	524	467	134	440	803	1029	311	680	1132	492	877	369	335	556	701	516	904	70	149	802	365	426	663	856	448	199	170	147	765	467	755	323	794	809	1099	189	173
K06398: stage IV sporulation protein A	578	574	475	133	464	808	1033	325	688	1220	504	916	371	346	562	706	534	904	70	157	821	366	428	665	864	447	202	172	153	797	482	990	324	802	811	1101	191	174
K06435: required for translation of spoIIID	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11078: mannopine transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11079: mannopine transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11074: putrescine transport system permease protein	0	14	5	0	2	1	3	6	1	2	0	7	0	0	0	13	1	0	0	3	0	0	15	1	1	24	7	41	81	11	12	0	1	0	4	2	195	43
K11075: putrescine transport system permease protein	0	14	5	0	2	1	3	6	1	2	0	7	0	0	0	13	1	0	0	3	0	0	15	1	1	24	7	41	81	11	12	0	1	0	4	2	195	43
K11076: putrescine transport system ATP-binding protein	0	14	5	0	2	0	2	7	2	2	0	7	0	0	0	13	1	0	0	3	0	0	10	1	1	24	7	41	81	11	9	0	1	0	4	1	195	42
K11077: mannopine transport system substrate-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11070: spermidine/putrescine transport system permease protein	807	1094	972	752	1019	1098	1147	893	1125	1549	733	1237	766	893	854	1121	909	1183	759	1232	1033	847	883	1057	1149	797	741	574	932	1286	976	1427	678	1225	1234	1459	708	651
K11071: spermidine/putrescine transport system permease protein	853	1127	1011	773	1051	1090	1284	900	1217	1839	777	1319	811	912	892	1070	966	1212	767	1265	1044	862	887	1106	949	796	758	611	920	1337	1082	1557	711	1410	1248	1628	724	658
K11072: spermidine/putrescine transport system ATP-binding protein [EC:3.6.3.31]	909	1152	1074	807	1077	1333	1438	944	1242	1875	898	1436	845	933	991	1170	1051	1275	769	1269	1101	903	957	1140	1327	841	786	650	993	1400	1160	1597	962	1477	1320	1697	718	698
K11073: putrescine transport system substrate-binding protein	1	14	5	0	3	1	3	12	5	3	0	7	0	0	0	13	1	0	0	3	0	0	17	1	2	25	7	41	82	11	14	0	1	0	5	2	195	46
K06935: None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K06934: None	139	139	199	386	310	157	281	356	265	549	136	253	157	282	168	152	166	108	424	73	99	128	285	232	120	166	213	324	145	256	281	286	71	329	559	734	389	414
K06937: None	142	39	64	28	39	59	157	20	93	297	55	88	242	24	42	8	50	135	8	23	290	62	27	55	17	105	38	53	21	63	125	151	32	192	68	178	14	22
K06936: None	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	3	0	0	4	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
K06931: None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K06930: None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K06933: None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K06932: None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K06939: None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K06938: None	1	0	2	1	4	2	8	3	2	6	0	2	0	0	0	6	0	0	0	3	0	1	21	2	5	2	0	0	82	2	21	1	1	2	6	3	15	15
K13381: bifunctional chitinase/lysozyme [EC:3.2.1.14 3.2.1.17]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05916: nitric oxide dioxygenase [EC:1.14.12.17]	111	53	34	78	9	85	76	26	4	90	76	65	256	105	56	124	64	116	190	15	249	25	98	19	48	141	123	261	122	47	47	35	288	33	55	51	410	421
K05917: cytochrome P450, family 51 (sterol 14-demethylase) [EC:1.14.13.70]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05914: None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05915: None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05912: None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05913: 2,4'-dihydroxyacetophenone dioxygenase [EC:1.13.11.41]	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05910: NADH peroxidase [EC:1.11.1.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05911: quinone-reactive Ni/Fe-hydrogenase [EC:1.12.5.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05918: None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05919: superoxide reductase [EC:1.15.1.2]	468	306	257	114	371	682	889	241	468	483	555	623	308	525	550	361	458	703	22	239	911	279	295	953	855	594	215	101	194	351	152	225	305	392	499	872	184	193
K00392: sulfite reductase (ferredoxin) [EC:1.8.7.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00390: phosphoadenosine phosphosulfate reductase [EC:1.8.4.8]	188	100	38	82	44	21	32	61	20	178	39	47	272	85	33	118	40	142	190	15	284	33	133	23	23	130	145	250	99	77	49	271	40	14	64	17	368	383
K00397: anaerobic dimethyl sulfoxide reductase [EC:1.8.99.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00395: adenylylsulfate reductase, subunit B [EC:1.8.99.2]	0	3	0	2	0	0	0	0	0	0	8	0	0	0	3	0	0	9	0	2	17	17	0	0	0	23	0	0	0	0	0	0	0	0	1	0	0	0
K00394: adenylylsulfate reductase, subunit A [EC:1.8.99.2]	119	60	134	56	114	207	435	64	304	478	189	365	144	62	228	330	176	154	19	51	224	111	112	166	75	140	80	77	36	218	148	178	35	225	545	588	63	40
K01884: cysteinyl-tRNA synthetase, unknown class [EC:6.1.1.16]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00399: methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01886: glutaminyl-tRNA synthetase [EC:6.1.1.18]	1039	1178	1051	808	1061	1121	1253	978	1207	1538	989	1249	1106	869	1099	1185	1092	1331	764	1414	1344	1023	961	1087	1250	1030	830	963	911	1316	1122	1479	626	1310	1302	1466	695	683
K01376: None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01372: bleomycin hydrolase [EC:3.4.22.40]	530	722	827	959	908	481	409	996	875	393	859	685	589	681	814	424	835	587	785	502	499	981	718	674	458	656	732	580	776	669	877	886	353	681	781	638	213	256
K09149: hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09148: hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01225: cellulose 1,4-beta-cellobiosidase [EC:3.2.1.91]	17	4	5	1	4	58	8	8	68	1	14	1	23	19	60	3	6	57	2	8	34	19	46	5	15	13	7	6	3	0	0	3	2	1	71	39	43	4
K09145: hypothetical protein	11	1	6	0	4	10	10	3	7	1	16	5	5	0	24	2	6	30	0	2	5	3	11	5	8	0	6	3	1	5	0	4	1	2	1	8	3	1
K09144: hypothetical protein	11	1	7	0	5	10	14	3	7	1	16	6	5	0	24	3	6	30	0	3	5	4	15	5	11	1	6	3	2	5	2	4	1	4	1	10	5	1
K09147: hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09146: hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
K09141: hypothetical protein	0	3	0	2	0	0	0	0	0	0	8	27	0	0	3	0	0	9	0	2	17	17	0	0	0	23	0	0	0	0	0	0	0	0	1	0	0	0
K09140: pre-rRNA-processing protein TSR3 or hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09143: hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09142: hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05709: small terminal subunit of phenylpropionate dioxygenase [EC:1.14.12.19]	0	14	4	0	1	0	2	4	0	0	0	7	0	0	0	13	1	0	0	0	0	0	6	0	1	22	7	41	0	11	4	0	1	0	3	0	188	32
K05708: large terminal subunit of phenylpropionate dioxygenase [EC:1.14.12.19]	0	14	4	0	1	0	2	4	0	0	0	7	0	0	0	16	1	0	0	0	0	0	6	0	1	22	7	41	1	11	4	0	1	0	3	1	188	32
