	S12	S10	S11	S1	S28	S8	S20	S15	S39	S27	S21	S3	S32	S14	S9	S25	S33	S34	S4	S40	S37	S19	S30	S22	S26	S16	S2	S36	S7	S6	S17	S5	S35	S38	S23	S18	S24	S31	S29	S13
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_siraeum	0	0	0	0	0	0	0	0.12727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14029	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_siraeum|t__Eubacterium_siraeum_unclassified	0	0	0	0	0	0	0	0.12727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14029	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ventriosum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.66864	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ventriosum|t__GCF_000153885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.66864	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	3.22617	7.82689	16.20237	5.17161	2.63919	19.38469	5.6024	6.92675	14.47847	0	0	20.52626	3.52931	3.18021	6.21014	19.38469	2.1595	0	13.94305	20.48685	27.47766	0	1.88895	0	17.89939	6.96939	0.7832	26.6791	1.27105	0	15.23226	19.17131	11.78456	0	0	3.4621	11.67606	0.86934	31.47545	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes	0	0	0	0	0.37636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus	0	0	0	0	0.37636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus|t__GCF_000332875	0	0	0	0	0.37636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia	0	7.82689	15.4739	0	0	14.0075	2.99627	3.17836	13.23482	0	0	19.39139	2.16528	2.69988	5.53734	14.0075	0	0	13.94305	16.98165	15.16144	0	0	0	16.17654	1.75985	0	18.32561	0	0	9.6579	19.17131	7.77556	0	0	3.4621	5.65819	0.86934	31.47545	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_gnavus	0	1.18843	0.31076	0	0	10.18798	0	0	1.98836	0	0	4.44076	0	0	0	10.18798	0	0	0	0.49665	0	0	0	0	9.55857	0	0	1.59167	0	0	0.45771	0	0.38295	0	0	0	0.64622	0.86934	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_gnavus|t__Ruminococcus_gnavus_unclassified	0	1.18843	0.31076	0	0	10.18798	0	0	1.98836	0	0	4.44076	0	0	0	10.18798	0	0	0	0.49665	0	0	0	0	9.55857	0	0	1.59167	0	0	0.45771	0	0.38295	0	0	0	0.64622	0.86934	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_obeum	0	0	0.08589	0	0	0	0.45715	0	0	0	0	0	0	0.15977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01265	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_obeum|t__Ruminococcus_obeum_unclassified	0	0	0.08589	0	0	0	0.45715	0	0	0	0	0	0	0.15977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01265	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques	0	6.63846	15.07726	0	0	3.81953	2.53912	3.17836	11.24646	0	0	14.95063	2.16528	2.5401	5.53734	3.81953	0	0	13.94305	16.485	15.16144	0	0	0	6.61797	1.75985	0	16.73394	0	0	9.20019	19.17131	7.37995	0	0	3.4621	5.01196	0	31.47545	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques|t__Ruminococcus_torques_unclassified	0	6.63846	15.07726	0	0	3.81953	2.53912	3.17836	11.24646	0	0	14.95063	2.16528	2.5401	5.53734	3.81953	0	0	13.94305	16.485	15.16144	0	0	0	6.61797	1.75985	0	16.73394	0	0	9.20019	19.17131	7.37995	0	0	3.4621	5.01196	0	31.47545	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus	1.45455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.97506	0	0	0	0	0.5482	0	0	0	0	4.08391	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes	1.45455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.97506	0	0	0	0	0.5482	0	0	0	0	4.08391	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes|t__GCF_000155875	1.45455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.97506	0	0	0	0	0.5482	0	0	0	0	4.08391	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	0	0	0	0.71295	1.91613	0	0.79405	0.23607	0	0	0	0	0.78533	0	0.6728	0	0	0	0	0	0	0	1.88895	0	0	1.38094	0.7832	3.04604	1.27105	0	0	0	0.25208	0	0	0	6.01787	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans	0	0	0	0	0	0	0	0	0	0	0	0	0.13778	0	0	0	0	0	0	0	0	0	0	0	0	0.36205	0	0	0	0	0	0	0.25208	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans|t__Dorea_formicigenerans_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0.13778	0	0	0	0	0	0	0	0	0	0	0	0	0.36205	0	0	0	0	0	0	0.25208	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_unclassified	0	0	0	0.71295	1.91613	0	0.79405	0.23607	0	0	0	0	0.64755	0	0.6728	0	0	0	0	0	0	0	1.88895	0	0	1.01888	0.7832	3.04604	1.27105	0	0	0	0	0	0	0	6.01787	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname	0	0	0.72847	0	0.3467	5.37719	1.39299	2.74001	0	0	0	1.13487	0.5787	0.31298	0	5.37719	2.1595	0	0	3.5052	10.88242	0	0	0	1.72285	0	0	5.30745	0	0	1.34672	0	1.31721	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_1_1_57FAA	0	0	0	0	0	3.08142	0	1.61035	0	0	0	0	0	0.31298	0	3.08142	0	0	0	0	0	0	0	0	0	0	0	3.02211	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_1_1_57FAA|t__GCF_000218445	0	0	0	0	0	3.08142	0	1.61035	0	0	0	0	0	0.31298	0	3.08142	0	0	0	0	0	0	0	0	0	0	0	3.02211	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_2_1_58FAA	0	0	0	0	0	2.29577	0	0	0	0	0	1.13487	0	0	0	2.29577	0	0	0	0	0	0	0	0	1.00113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_2_1_58FAA|t__GCF_000218465	0	0	0	0	0	2.29577	0	0	0	0	0	1.13487	0	0	0	2.29577	0	0	0	0	0	0	0	0	1.00113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_3_1_46FAA	0	0	0.72847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28777	0.14097	0	0	0	0	0	0	0	0	0	0	0	1.31721	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_3_1_46FAA|t__GCF_000209405	0	0	0.72847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28777	0.14097	0	0	0	0	0	0	0	0	0	0	0	1.31721	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_5_1_63FAA	0	0	0	0	0.3467	0	0	0	0	0	0	0	0	0	0	0	2.1595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_5_1_63FAA|t__GCF_000185525	0	0	0	0	0.3467	0	0	0	0	0	0	0	0	0	0	0	2.1595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_8_1_57FAA	0	0	0	0	0	0	1.39299	1.12967	0	0	0	0	0.5787	0	0	0	0	0	0	3.21743	10.74145	0	0	0	0	0	0	2.28534	0	0	1.34672	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_8_1_57FAA|t__GCF_000185545	0	0	0	0	0	0	1.39299	1.12967	0	0	0	0	0.5787	0	0	0	0	0	0	3.21743	10.74145	0	0	0	0	0	0	2.28534	0	0	1.34672	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_9_1_43BFAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_9_1_43BFAA|t__GCF_000209445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia	1.77162	0	0	4.45866	0	0	0.41909	0.77231	1.24365	0	0	0	0	0.16735	0	0	0	0	0	0	0.45874	0	0	0	0	3.28039	0	0	0	0	0.14372	0	2.43971	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_hominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.56611	0	0	0	0	0	0	0.03705	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_hominis|t__GCF_000225345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.56611	0	0	0	0	0	0	0.03705	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis	0.97241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10687	0	0	0	0	0	0	0.75055	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis|t__Roseburia_intestinalis_unclassified	0.97241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10687	0	0	0	0	0	0	0.75055	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_inulinivorans	0	0	0	4.45866	0	0	0	0	1.24365	0	0	0	0	0.08773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.65211	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_inulinivorans|t__GCF_000174195	0	0	0	4.45866	0	0	0	0	1.24365	0	0	0	0	0.08773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.65211	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_unclassified	0.79921	0	0	0	0	0	0.41909	0.77231	0	0	0	0	0	0.07962	0	0	0	0	0	0	0.45874	0	0	0	0	0.60742	0	0	0	0	0.14372	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae	0	0	0	0	0	0	0	0	0	0	0	0.39417	0	0	0.40721	0	0	0	0	0.3465	0	0	0	0	0	0.17643	0	0	0	0	0.66765	2.85929	0	0	0	1.32855	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter	0	0	0	0	0	0	0	0	0	0	0	0.39417	0	0	0.40721	0	0	0	0	0.3465	0	0	0	0	0	0.17643	0	0	0	0	0.66765	2.85929	0	0	0	1.32855	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_unclassified	0	0	0	0	0	0	0	0	0	0	0	0.39417	0	0	0.40721	0	0	0	0	0.3465	0	0	0	0	0	0.17643	0	0	0	0	0.66765	2.85929	0	0	0	1.32855	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae	0	0	0	0	0	0	0	0	0	1.70261	0	0	0	0	0	0	0	0	0.63389	0	0	0	0	0	0.74713	0	0	0	0	0	0	0	0.05931	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname	0	0	0	0	0	0	0	0	0	1.70261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74713	0	0	0	0	0	0	0	0.05931	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Clostridium_bartlettii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05931	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Clostridium_bartlettii|t__GCF_000154445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05931	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Clostridium_difficile	0	0	0	0	0	0	0	0	0	1.70261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Clostridium_difficile|t__Clostridium_difficile_unclassified	0	0	0	0	0	0	0	0	0	1.70261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Peptostreptococcaceae_noname_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	21.20395	4.46257	4.68003	35.50124	45.46086	12.43818	23.7594	20.08073	14.49342	20.30084	36.91147	2.27685	11.29197	1.90169	6.41354	12.43818	20.39745	0	1.33081	10.97273	21.9902	15.62431	61.28545	18.35379	4.27097	31.05936	3.49169	17.53105	16.35896	0	10.86052	0	26.42428	0	9.36731	2.75242	8.73982	0	39.71858	0.36406
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	18.99127	0.36908	2.64628	30.09728	45.46086	3.01722	15.9309	8.46041	9.04455	20.30084	36.91147	0.20256	10.62438	1.74506	3.68194	3.01722	20.39745	0	1.33081	10.97273	17.9	11.73565	54.06877	18.35379	2.60153	24.00567	3.49169	12.45594	11.39078	0	9.44224	0	23.12502	0	4.77889	0.61758	5.64929	0	39.71858	0.36406
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii	18.99127	0.36908	2.64628	30.09728	45.46086	3.01722	15.9309	8.46041	9.04455	20.30084	36.91147	0.20256	10.62438	1.74506	3.68194	3.01722	20.39745	0	1.33081	10.97273	17.9	11.73565	54.06877	18.35379	2.60153	24.00567	3.49169	12.45594	11.39078	0	9.44224	0	23.12502	0	4.77889	0.61758	5.64929	0	39.71858	0.36406
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii|t__Faecalibacterium_prausnitzii_unclassified	18.99127	0.36908	2.64628	30.09728	45.46086	3.01722	15.9309	8.46041	9.04455	20.30084	36.91147	0.20256	10.62438	1.74506	3.68194	3.01722	20.39745	0	1.33081	10.97273	17.9	11.73565	54.06877	18.35379	2.60153	24.00567	3.49169	12.45594	11.39078	0	9.44224	0	23.12502	0	4.77889	0.61758	5.64929	0	39.71858	0.36406
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus	0	0	0	0	0	0	0	0.18771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.49544	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_lactaris	0	0	0	0	0	0	0	0.18771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.49544	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_lactaris|t__Ruminococcus_lactaris_unclassified	0	0	0	0	0	0	0	0.18771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.49544	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum	2.21268	4.09348	2.03374	5.40396	0	9.42096	7.8285	11.4326	5.44887	0	0	2.07428	0.66759	0.15663	2.7316	9.42096	0	0	0	0	4.0902	3.88866	7.21667	0	1.66944	7.05368	0	2.57967	4.96818	0	1.41828	0	3.29927	0	4.58842	2.13484	3.09054	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum|s__Subdoligranulum_unclassified	2.21268	4.09348	2.03374	5.40396	0	9.42096	7.8285	11.4326	5.44887	0	0	2.07428	0.66759	0.15663	2.7316	9.42096	0	0	0	0	4.0902	3.88866	7.21667	0	1.66944	7.05368	0	2.57967	4.96818	0	1.41828	0	3.29927	0	4.58842	2.13484	3.09054	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0	0	0	0	0	0	0	0	0.41996	0	0	0	0	0.01176	0	0	0	0	0	0	0	0	0	0	1.50186	1.2314	0	0	0	0	0	0	0	0	0	0	0	0	0	1.19781
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0	0	0	0	0	0	0	0	0.41996	0	0	0	0	0.01176	0	0	0	0	0	0	0	0	0	0	1.50186	1.2314	0	0	0	0	0	0	0	0	0	0	0	0	0	1.19781
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	0	0	0	0	0	0	0	0	0.41996	0	0	0	0	0.01176	0	0	0	0	0	0	0	0	0	0	1.50186	1.2314	0	0	0	0	0	0	0	0	0	0	0	0	0	1.19781
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Catenibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72717	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Catenibacterium|s__Catenibacterium_mitsuokai	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72717	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Catenibacterium|s__Catenibacterium_mitsuokai|t__GCF_000173795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72717	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus	0	0	0	0	0	0	0	0	0.41996	0	0	0	0	0.01176	0	0	0	0	0	0	0	0	0	0	1.20999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus|s__Coprobacillus_unclassified	0	0	0	0	0	0	0	0	0.41996	0	0	0	0	0.01176	0	0	0	0	0	0	0	0	0	0	1.20999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29187	0.50423	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Clostridium_ramosum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Clostridium_ramosum|t__GCF_000154485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Eubacterium_biforme	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50423	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Eubacterium_biforme|t__GCF_000156655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50423	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Turicibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.19781
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Turicibacter|s__Turicibacter_sanguinis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.19781
